event_id,event_name,start_date_time,end_date_time,event_agency,event_type,event_borough,event_location,street_closure_type,community_board,police_precinct,event_street_side,event_date
368421,Big Apple Circus,2017-11-18 19:00:00,2017-11-18 20:00:00,Parks Department,Special Event,Manhattan,"Damrosch Park: Damrosch Park ,Damrosch Park: Tent Area ,Damrosch Park: Tent Area ,Damrosch Park: Bandshell ",N/A,"7, ","20, ",,2017-11-18
330050,Mt. Eden Farmer's Market,2017-11-16 08:00:00,2017-11-16 16:00:00,Parks Department,Special Event,Bronx,Mount Eden Malls: Mount Eden Malls ,N/A,"4, ","44, ",,2017-11-16
314111,Columbia  Greenmarket Thursday,2017-11-21 08:00:00,2017-11-21 17:00:00,Street Activity Permit Office,Farmers Market,Manhattan, BROADWAY between WEST  114 STREET and WEST  116 STREET,Sidewalk and Curb Lane Closure ,"9, ","26, ",East,2017-11-21
369850,Lawn Maintenance,2017-11-23 00:00:00,2017-11-23 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Center Lawn ,N/A,"5, ","13, ",,2017-11-23
335783,"October, November December model aircraft flying",2017-11-22 09:00:00,2017-11-22 20:00:00,Parks Department,Special Event,Staten Island,LaTourette Park & Golf Course: Model Airplane Field ,N/A,"2, ","122, ",,2017-11-22
369858,Lawn Maintenance,2017-12-06 00:00:00,2017-12-06 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Dogwood / 25th St Lawn North ,N/A,"5, ","13, ",,2017-12-06
363387,Crab Apple Grove LAWN CLOSURE,2017-11-18 00:00:00,2017-11-18 23:59:00,Parks Department,Construction,Manhattan,Riverside Park: Crab Apple Grove-RSP ,N/A,"7, ","24, ",,2017-11-18
375193,Build a Wigwam,2017-11-17 09:00:00,2017-11-17 14:00:00,Parks Department,Special Event,Brooklyn,Dimattina Playground: Dimattina Ballfield ,N/A,"6, ","76, ",,2017-11-17
369134,Tinkergarten class,2017-11-12 10:00:00,2017-11-12 11:15:00,Parks Department,Special Event,Staten Island,Willowbrook Park: Carousel Lawn ,N/A,"2, ","122, ",,2017-11-12
375525,East Meadow Winter CLosure,2017-11-30 00:00:00,2017-11-30 23:59:00,Parks Department,Construction,Manhattan,Central Park: East Meadow ,N/A,"64, ","22, ",,2017-11-30
379294,2017 World Day of Remembrance,2017-11-19 12:00:00,2017-11-19 14:00:00,Parks Department,Special Event,Manhattan,City Hall Park: Broadway Sidewalk ,N/A,"1, ","1, ",,2017-11-19
330050,Mt. Eden Farmer's Market,2017-11-23 08:00:00,2017-11-23 16:00:00,Parks Department,Special Event,Bronx,Mount Eden Malls: Mount Eden Malls ,N/A,"4, ","44, ",,2017-11-23
358358,Rain Date - PS 60 Turkey Trot 2017,2017-11-10 09:00:00,2017-11-10 12:00:00,Parks Department,Special Event,Queens,Forest Park: Forest Park Drive (Race) ,N/A,"82, ","102, ",,2017-11-10
325179,Sunset Park BID Sidewalk Sales,2017-11-26 11:00:00,2017-11-26 18:00:00,Street Activity Permit Office,Sidewalk Sale,Brooklyn, 5 AVENUE between 38 STREET and 64 STREET,Partial Sidewalk Closure ,"7, ","72, ",Both,2017-11-26
365144,Flying Radio Controled Model Planes at field,2017-11-14 08:00:00,2017-11-14 19:00:00,Parks Department,Special Event,Brooklyn,Marine Park: Hobby Field ,N/A,"18, ","63, ",,2017-11-14
348958,Van Cortlandt - Cross Country Wed,2017-11-29 13:00:00,2017-11-29 18:00:00,Parks Department,Special Event,Bronx,Van Cortlandt Park: Cross Country Parade Ground Broadway 1 ,N/A,"26, ","50, ",,2017-11-29
376700,OCTOBER SYNTHETIC TURF CARE,2017-11-10 06:00:00,2017-11-10 15:00:00,Parks Department,Construction,Queens,"Grover Cleveland Playground: Soccer-01 ,Grover Cleveland Playground: Soccer-02 ,Murray Playground: Soccer-01 ,Murray Playground: Soccer-02 ,Big Bush Park: Soccer-01 ,Hinton Park: Baseball-01 ,Hinton Park: Softball-02 ,Rockaway Beach Boardwalk: Football-01 ,Flushing Meadows Corona Park: Soccer-04 ,Flushing Meadows Corona Park: Soccer-05 ,Flushing Meadows Corona Park: Soccer-06 ,Kissena Corridor West: Rachel Carson Plgd-Multi Purpose Play Area-01 ,Flushing Meadows Corona Park: Soccer-01 ,Flushing ",N/A,"01, 02, 03, 05, 07, 10, 12, 13, 14, 2, 81, 82, ","101, 102, 103, 104, 105, 106, 108, 109, 110, 114, 115, ",,2017-11-10
380988,Albanian Independence Flag Raising,2017-11-26 14:00:00,2017-11-26 15:00:00,Parks Department,Special Event,Staten Island,Franklin D Roosevelt Boardwalk and Beach: Parking Lot 8 Lincoln Avenue - BBQ Area ,N/A,"95, ","122, ",,2017-11-26
376356,Billy Johnson Playground Lawn reconstruction,2017-11-20 00:00:00,2017-11-20 23:00:00,Parks Department,Construction,Manhattan,Central Park: Johnson Playground Lawns ,N/A,"64, ","22, ",,2017-11-20
314119,Forest Hills Greenmarket Sunday,2017-11-12 08:00:00,2017-11-12 17:00:00,Street Activity Permit Office,Farmers Market,Queens, QUEENS BOULEVARD between 70 AVENUE and 69 ROAD,Sidewalk and Curb Lane Closure ,"6, ","112, ",South,2017-11-12
330659,West Dalehead Arch Landscape Restoration,2017-11-16 00:00:00,2017-11-16 23:59:00,Parks Department,Construction,Manhattan,Central Park: West Dalehead Arch ,N/A,"64, ","22, ",,2017-11-16
317527,Miscellaneous,2017-12-08 08:00:00,2017-12-08 20:00:00,Parks Department,Special Event,Manhattan,"Union Square Park: Gandhi Statue ,Union Square Park: South Plaza ,Union Square Park: North Plaza ",N/A,"5, ","13, ",,2017-12-08
338048,Radio Control Airplanes,2017-11-21 08:00:00,2017-11-21 14:00:00,Parks Department,Special Event,Bronx,Ferry Point Park: Ferry Point Park ,N/A,"10, ","45, ",,2017-11-21
369846,Lawn Maintenance,2017-12-05 00:00:00,2017-12-05 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Farragut Lawn ,N/A,"5, ","13, ",,2017-12-05
379630,Miscellaneous,2017-11-22 09:00:00,2017-11-22 10:00:00,Parks Department,Special Event,Manhattan,J. Hood Wright Park: Recreation Center Sitting Area ,N/A,"12, ","33, ",,2017-11-22
318106,Old Cathedral Outdoor Market,2017-12-01 10:00:00,2017-12-01 19:00:00,Street Activity Permit Office,Sidewalk Sale,Manhattan, PRINCE STREET between MOTT STREET and MULBERRY STREET,Sidewalk and Street Closure ,"2, ","5, ",North,2017-12-01
338048,Radio Control Airplanes,2017-11-08 08:00:00,2017-11-08 14:00:00,Parks Department,Special Event,Bronx,Ferry Point Park: Ferry Point Park ,N/A,"10, ","45, ",,2017-11-08
349643,Jackson Heights Relocated Greenmarket,2017-12-03 08:00:00,2017-12-03 17:00:00,Street Activity Permit Office,Farmers Market,Queens, 79 STREET between NORTHERN BOULEVARD and 34 AVENUE,Sidewalk and Curb Lane Closure ,"3, ","115, ",East,2017-12-03
381179,"Pilgrim Hill Winter Closure until April 7, 2018",2017-12-06 00:00:00,2017-12-06 23:59:00,Parks Department,Construction,Manhattan,Central Park: Pilgrim Hill ,N/A,"64, ","22, ",,2017-12-06
380390,New York Sorta Marathon,2017-11-12 09:00:00,2017-11-12 12:00:00,Police Department,Parade,Brooklyn," UNION AVENUE between DRIGGS AVENUE and NORTH   12 STREET,  UNION AVENUE between NORTH   12 STREET and DRIGGS AVENUE,  UNION AVENUE between DRIGGS AVENUE and NORTH   12 STREET",Full Street Closure ,"1, ","94, ",Full,2017-11-12
315096,East 67th Street Market,2017-12-02 06:00:00,2017-12-02 17:00:00,Street Activity Permit Office,Farmers Market,Manhattan,408 EAST   67 STREET between YORK AVENUE and FIRST AVENUE,Partial Sidewalk Closure ,"8, ","19, ",South,2017-12-02
358771,Staten Island Athletic Club Fun Run,2017-11-14 09:00:00,2017-11-14 11:00:00,Parks Department,Special Event,Staten Island,Clove Lakes Park: Trails Clove Lakes ,N/A,"1, ","120, ",,2017-11-14
374769,Miscellaneous,2017-12-08 07:00:00,2017-12-08 23:59:00,Parks Department,Construction,Manhattan,"East River Park: Soccer-01 ,East River Park: Track-01 ",N/A,"03, ","9, ",,2017-12-08
330659,West Dalehead Arch Landscape Restoration,2017-12-02 00:00:00,2017-12-02 23:59:00,Parks Department,Construction,Manhattan,Central Park: West Dalehead Arch ,N/A,"64, ","22, ",,2017-12-02
370423,Bike Safety Classes,2017-12-03 11:00:00,2017-12-03 16:00:00,Parks Department,Special Event,Brooklyn,McCarren Park: McCarren Park ,N/A,"1, ","94, ",,2017-12-03
374185,NYRR Open Run - Canarsie Park,2017-11-18 08:00:00,2017-11-18 09:00:00,Parks Department,Special Event,Brooklyn,Canarsie Park: Canarsie Park ,N/A,"18, ","75, ",,2017-11-18
335206,Juggling,2017-11-27 12:00:00,2017-11-27 13:00:00,Parks Department,Special Event,Manhattan,Bryant Park: Bryant Park ,N/A,"5, ","14, ",,2017-11-27
364491,CULTURAL ART ENGAGEMENT,2017-11-28 09:00:00,2017-11-28 12:00:00,Parks Department,Special Event,Brooklyn,Howard Playground: Howard Playground ,N/A,"16, ","73, ",,2017-11-28
314120,Inwood Greenmarket Saturday,2017-11-18 08:00:00,2017-11-18 15:00:00,Street Activity Permit Office,Farmers Market,Manhattan, ISHAM STREET between COOPER STREET and SEAMAN AVENUE,Sidewalk and Curb Lane Closure ,"12, ","34, ",Both,2017-11-18
328754,Celebration,2017-12-05 14:00:00,2017-12-05 16:00:00,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion ,N/A,"64, ","22, ",,2017-12-05
334661,GallopNYC Therapeutic Horsemanship at Bowling Green,2017-11-15 09:00:00,2017-11-15 16:00:00,Parks Department,Special Event,Brooklyn,Parade Ground: Bowling Green Lawn ,N/A,"14, ","70, ",,2017-11-15
321746,Brownsville Pitkin Youthmarket,2017-11-18 10:00:00,2017-11-18 15:00:00,Street Activity Permit Office,Farmers Market,Brooklyn, PITKIN AVENUE between AMBOY STREET and THOMAS BOYLAND STREET,Partial Sidewalk Closure ,"16, ","73, ",West,2017-11-18
335783,"October, November December model aircraft flying",2017-11-15 09:00:00,2017-11-15 20:00:00,Parks Department,Special Event,Staten Island,LaTourette Park & Golf Course: Model Airplane Field ,N/A,"2, ","122, ",,2017-11-15
340926,Hamilton Heights One-Day Plaza,2017-11-22 10:00:00,2017-11-22 18:00:00,Street Activity Permit Office,Plaza Event,Manhattan, HAMILTON PLACE between WEST  143 STREET and WEST  144 STREET,Full Street Closure ,"9, ","30, ",Full,2017-11-22
376700,OCTOBER SYNTHETIC TURF CARE,2017-11-30 06:00:00,2017-11-30 15:00:00,Parks Department,Construction,Queens,"Grover Cleveland Playground: Soccer-01 ,Grover Cleveland Playground: Soccer-02 ,Murray Playground: Soccer-01 ,Murray Playground: Soccer-02 ,Big Bush Park: Soccer-01 ,Hinton Park: Baseball-01 ,Hinton Park: Softball-02 ,Rockaway Beach Boardwalk: Football-01 ,Flushing Meadows Corona Park: Soccer-04 ,Flushing Meadows Corona Park: Soccer-05 ,Flushing Meadows Corona Park: Soccer-06 ,Kissena Corridor West: Rachel Carson Plgd-Multi Purpose Play Area-01 ,Flushing Meadows Corona Park: Soccer-01 ,Flushing ",N/A,"01, 02, 03, 05, 07, 10, 12, 13, 14, 2, 81, 82, ","101, 102, 103, 104, 105, 106, 108, 109, 110, 114, 115, ",,2017-11-30
325678,Marcus Garvey Mart  MGM,2017-11-25 09:00:00,2017-11-25 17:00:00,Parks Department,Special Event,Manhattan,Marcus Garvey Park: Marcus Garvey Park ,N/A,"11, ","25, ",,2017-11-25
369846,Lawn Maintenance,2017-11-24 00:00:00,2017-11-24 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Farragut Lawn ,N/A,"5, ","13, ",,2017-11-24
369858,Lawn Maintenance,2017-11-16 00:00:00,2017-11-16 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Dogwood / 25th St Lawn North ,N/A,"5, ","13, ",,2017-11-16
317955,57 Street Greenmarket Wednesday  Saturday,2017-11-22 08:00:00,2017-11-22 18:00:00,Street Activity Permit Office,Farmers Market,Manhattan, 10 AVENUE between WEST   57 STREET and WEST   58 STREET,Sidewalk and Curb Lane Closure ,"4, ","18, ",East,2017-11-22
374185,NYRR Open Run - Canarsie Park,2017-11-25 08:00:00,2017-11-25 09:00:00,Parks Department,Special Event,Brooklyn,Canarsie Park: Canarsie Park ,N/A,"18, ","75, ",,2017-11-25
317499,(2017) Green Market (Jan - Dec),2017-12-04 08:00:00,2017-12-04 20:00:00,Parks Department,Special Event,Manhattan,Union Square Park: North Plaza ,N/A,"5, ","13, ",,2017-12-04
351902,ECACICAAAA Championships,2017-11-18 09:30:00,2017-11-18 12:00:00,Parks Department,Special Event,Bronx,Van Cortlandt Park: Cross Country Parade Ground Broadway 1 ,N/A,"26, ","50, ",,2017-11-18
380029,IDNYC Mobile Command Center at Williamsbridge Oval Park,2017-11-24 10:00:00,2017-11-24 16:00:00,Parks Department,Special Event,Bronx,Williamsbridge Oval: Scenic Tables ,N/A,"7, ","52, ",,2017-11-24
376700,OCTOBER SYNTHETIC TURF CARE,2017-11-08 06:00:00,2017-11-08 15:00:00,Parks Department,Construction,Queens,"Grover Cleveland Playground: Soccer-01 ,Grover Cleveland Playground: Soccer-02 ,Murray Playground: Soccer-01 ,Murray Playground: Soccer-02 ,Big Bush Park: Soccer-01 ,Hinton Park: Baseball-01 ,Hinton Park: Softball-02 ,Rockaway Beach Boardwalk: Football-01 ,Flushing Meadows Corona Park: Soccer-04 ,Flushing Meadows Corona Park: Soccer-05 ,Flushing Meadows Corona Park: Soccer-06 ,Kissena Corridor West: Rachel Carson Plgd-Multi Purpose Play Area-01 ,Flushing Meadows Corona Park: Soccer-01 ,Flushing ",N/A,"01, 02, 03, 05, 07, 10, 12, 13, 14, 2, 81, 82, ","101, 102, 103, 104, 105, 106, 108, 109, 110, 114, 115, ",,2017-11-08
374682,Tofurky Trot,2017-11-19 08:00:00,2017-11-19 12:00:00,Parks Department,Special Event,Manhattan,"Randall's Island Park: Park Paths and Roadways ,Randall's Island Park: Harlem River Picnic Area ",N/A,"11, ","25, ",,2017-11-19
317953,Borough Park Greenmarket Thursday,2017-11-21 08:00:00,2017-11-21 17:00:00,Street Activity Permit Office,Farmers Market,Brooklyn, 14 AVENUE between 49 STREET and 50 STREET,Sidewalk and Curb Lane Closure ,"12, ","66, ",West,2017-11-21
330659,West Dalehead Arch Landscape Restoration,2017-11-27 00:00:00,2017-11-27 23:59:00,Parks Department,Construction,Manhattan,Central Park: West Dalehead Arch ,N/A,"64, ","22, ",,2017-11-27
325357,Stone Street Pedestrian Mall,2017-03-17 11:00:00,2017-11-30 22:00:00,Street Activity Permit Office,Street Event,Manhattan," STONE STREET between BROAD STREET and HANOVER SQUARE,  MILL LANE between SOUTH WILLIAM STREET and STONE STREET",Full Street Closure ,"1, ","1, ",Full,2017-03-17
381180,"Cedar Hill Winter Closure until April 7, 2018",2017-11-27 00:00:00,2017-11-27 01:00:00,Parks Department,Construction,Manhattan,Central Park: Cedar Hill ,N/A,"64, ","22, ",,2017-11-27
330035,Marcy Park Farmer's Market,2017-11-16 08:00:00,2017-11-16 16:00:00,Parks Department,Special Event,Brooklyn,Marcy Playground: Marcy Playground ,N/A,"3, ","79, ",,2017-11-16
376356,Billy Johnson Playground Lawn reconstruction,2017-11-28 00:00:00,2017-11-28 23:00:00,Parks Department,Construction,Manhattan,Central Park: Johnson Playground Lawns ,N/A,"64, ","22, ",,2017-11-28
368882,Lawn Closure due to COnstruction,2017-11-24 00:00:00,2017-11-24 23:00:00,Parks Department,Construction,Manhattan,Inwood Hill Park: Behind Nature Center Lawn ,N/A,"12, ","34, ",,2017-11-24
369856,Lawn Maintenance,2017-11-15 00:00:00,2017-11-15 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Magnolia Lawn ,N/A,"5, ","13, ",,2017-11-15
381184,"E 72nd  Plygrnd Lawn Winter Closure until April 7, 2018",2017-12-05 00:00:00,2017-12-05 23:59:00,Parks Department,Construction,Manhattan,Central Park: East 72nd Street Playground Lawns ,N/A,"8, ","19, ",,2017-12-05
381182,"DIana Ross Plygrnd Lawn Winter Closure until April 7, 2018",2017-11-27 00:00:00,2017-11-27 23:59:00,Parks Department,Construction,Manhattan,Central Park: Diana Ross Playground Lawn ,N/A,"64, ","22, ",,2017-11-27
381181,"Dairy Lawn Winter Closure until April 7, 2018",2017-12-04 00:00:00,2017-12-04 23:59:00,Parks Department,Special Event,Manhattan,Central Park: Dairy Lawn ,N/A,"64, ","22, ",,2017-12-04
368421,Big Apple Circus,2017-12-08 19:00:00,2017-12-08 20:00:00,Parks Department,Special Event,Manhattan,"Damrosch Park: Damrosch Park ,Damrosch Park: Tent Area ,Damrosch Park: Tent Area ,Damrosch Park: Bandshell ",N/A,"7, ","20, ",,2017-12-08
335783,"October, November December model aircraft flying",2017-12-02 09:00:00,2017-12-02 20:00:00,Parks Department,Special Event,Staten Island,LaTourette Park & Golf Course: Model Airplane Field ,N/A,"2, ","122, ",,2017-12-02
376143,Walker Park Afterschool,2017-12-01 11:00:00,2017-12-01 19:00:00,Parks Department,Special Event,Staten Island,Walker Park: Walker Park - Whole Park ,N/A,"1, ","120, ",,2017-12-01
366760,Field Reconstruction,2017-11-18 06:00:00,2017-11-18 23:00:00,Parks Department,Construction,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ",N/A,"11, ","25, ",,2017-11-18
379800,Party ,2017-11-18 11:00:00,2017-11-18 13:00:00,Parks Department,Special Event,Manhattan,"Riverside Park: Lawn-72nd Street Track-RSP ,Riverside Park: Lawn-N. 72nd Street Track-RSP ",N/A,"7, ","20, ",,2017-11-18
316786,2017 NO AMPLIFIED SOUND,2017-11-26 07:00:00,2017-11-26 21:00:00,Parks Department,Special Event,Manhattan,East River Park: Amphitheater ,N/A,"3, ","7, ",,2017-11-26
378413,March of Remembrance,2017-11-18 11:30:00,2017-11-18 14:00:00,Police Department,Parade,Manhattan,"37 EAST    7 STREET between 2 AVENUE and TARAS SHEVCHENKO PLACE,  EAST   51 STREET between MADISON AVENUE and PARK AVENUE,  EAST   51 STREET between PARK AVENUE and MADISON AVENUE,  3 AVENUE between COOPER SQUARE and EAST   51 STREET,  EAST   51 STREET between 3 AVENUE and PARK AVENUE,  COOPER SQUARE between EAST    7 STREET and ST MARKS PLACE",Full Street Closure ,"3, 5, 6, ","13, 17, 18, 9, ",Both,2017-11-18
335783,"October, November December model aircraft flying",2017-11-28 09:00:00,2017-11-28 20:00:00,Parks Department,Special Event,Staten Island,LaTourette Park & Golf Course: Model Airplane Field ,N/A,"2, ","122, ",,2017-11-28
363387,Crab Apple Grove LAWN CLOSURE,2017-11-11 00:00:00,2017-11-11 23:59:00,Parks Department,Construction,Manhattan,Riverside Park: Crab Apple Grove-RSP ,N/A,"7, ","24, ",,2017-11-11
364912,Miscellaneous,2017-11-13 08:00:00,2017-11-13 20:00:00,Parks Department,Construction,Queens,"Flushing Meadows Corona Park: Cricket-17 ,Flushing Meadows Corona Park: Cricket-19 ,Flushing Meadows Corona Park: Festival Site ",N/A,"81, ","110, ",,2017-11-13
369429,Ai WeiWei Installation,2017-11-19 01:00:00,2017-11-19 22:00:00,Parks Department,Special Event,Manhattan,Washington Square Park: Arch Plaza ,N/A,"2, ","6, ",,2017-11-19
375524,Great Hill Winter Closure,2017-11-23 00:00:00,2017-11-23 01:00:00,Parks Department,Construction,Manhattan,Central Park: Great Hill Oval ,N/A,"64, ","22, ",,2017-11-23
363387,Crab Apple Grove LAWN CLOSURE,2017-11-13 00:00:00,2017-11-13 23:59:00,Parks Department,Construction,Manhattan,Riverside Park: Crab Apple Grove-RSP ,N/A,"7, ","24, ",,2017-11-13
369858,Lawn Maintenance,2017-12-03 00:00:00,2017-12-03 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Dogwood / 25th St Lawn North ,N/A,"5, ","13, ",,2017-12-03
324814,Model Helicopter Flying,2017-11-23 08:00:00,2017-11-23 19:00:00,Parks Department,Special Event,Brooklyn,Calvert Vaux Park: Hobby Field ,N/A,"13, ","60, ",,2017-11-23
376356,Billy Johnson Playground Lawn reconstruction,2017-11-13 00:00:00,2017-11-13 23:00:00,Parks Department,Construction,Manhattan,Central Park: Johnson Playground Lawns ,N/A,"64, ","22, ",,2017-11-13
315096,East 67th Street Market,2017-11-25 06:00:00,2017-11-25 17:00:00,Street Activity Permit Office,Farmers Market,Manhattan,408 EAST   67 STREET between YORK AVENUE and FIRST AVENUE,Partial Sidewalk Closure ,"8, ","19, ",South,2017-11-25
379108,Permitted Film Event,2017-10-26 00:01:00,2017-11-08 23:59:00,"Mayor's Office of Film, Theatre & Broadcasting",Shooting Permit,Brooklyn,"73 WEST STREET, NOBLE STREET between WEST STREET and DEAD END",N/A,"1, ","94, ",,2017-10-26
314114,Columbia Greenmarket Sunday,2017-11-26 08:00:00,2017-11-26 05:00:00,Street Activity Permit Office,Farmers Market,Manhattan, BROADWAY between WEST  114 STREET and WEST  116 STREET,Sidewalk and Curb Lane Closure ,"9, ","26, ",East,2017-11-26
375524,Great Hill Winter Closure,2017-12-01 00:00:00,2017-12-01 01:00:00,Parks Department,Construction,Manhattan,Central Park: Great Hill Oval ,N/A,"64, ","22, ",,2017-12-01
374191,NYRR Open Run - Flushing Meadows Corona Park,2017-11-23 19:00:00,2017-11-23 20:00:00,Parks Department,Special Event,Queens,Flushing Meadows Corona Park: Zoo Large Event Area ,N/A,"81, ","110, ",,2017-11-23
365288,End of Season Celebration,2017-11-17 10:00:00,2017-11-17 13:00:00,Parks Department,Special Event,Bronx,Van Cortlandt Park: Friends' Compost Site   ,N/A,"26, ","50, ",,2017-11-17
369856,Lawn Maintenance,2017-11-17 00:00:00,2017-11-17 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Magnolia Lawn ,N/A,"5, ","13, ",,2017-11-17
369134,Tinkergarten class,2017-11-09 10:00:00,2017-11-09 11:15:00,Parks Department,Special Event,Staten Island,Willowbrook Park: Carousel Lawn ,N/A,"2, ","122, ",,2017-11-09
374769,Miscellaneous,2017-12-02 07:00:00,2017-12-02 23:59:00,Parks Department,Construction,Manhattan,"East River Park: Soccer-01 ,East River Park: Track-01 ",N/A,"03, ","9, ",,2017-12-02
368421,Big Apple Circus,2017-11-16 19:00:00,2017-11-16 20:00:00,Parks Department,Special Event,Manhattan,"Damrosch Park: Damrosch Park ,Damrosch Park: Tent Area ,Damrosch Park: Tent Area ,Damrosch Park: Bandshell ",N/A,"7, ","20, ",,2017-11-16
349744,Celebration,2017-12-04 13:00:00,2017-12-04 15:00:00,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion ,N/A,"64, ","22, ",,2017-12-04
369858,Lawn Maintenance,2017-12-02 00:00:00,2017-12-02 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Dogwood / 25th St Lawn North ,N/A,"5, ","13, ",,2017-12-02
376356,Billy Johnson Playground Lawn reconstruction,2017-12-06 00:00:00,2017-12-06 23:00:00,Parks Department,Construction,Manhattan,Central Park: Johnson Playground Lawns ,N/A,"64, ","22, ",,2017-12-06
320574,Park Slope Farmers Market,2017-11-26 10:00:00,2017-11-26 17:00:00,Street Activity Permit Office,Farmers Market,Brooklyn, 4 STREET between 5 AVENUE and DEAD END,Full Sidewalk Closure ,"6, ","78, ",North,2017-11-26
381180,"Cedar Hill Winter Closure until April 7, 2018",2017-11-28 00:00:00,2017-11-28 01:00:00,Parks Department,Construction,Manhattan,Central Park: Cedar Hill ,N/A,"64, ","22, ",,2017-11-28
330659,West Dalehead Arch Landscape Restoration,2017-11-13 00:00:00,2017-11-13 23:59:00,Parks Department,Construction,Manhattan,Central Park: West Dalehead Arch ,N/A,"64, ","22, ",,2017-11-13
320618,Athletic Event Non Sports ,2017-12-07 07:30:00,2017-12-07 08:30:00,Parks Department,Special Event,Manhattan,"Fort Tryon Park: Margaret Corbin Circle ,Fort Tryon Park: Heather Garden ,Fort Tryon Park: Fort Tryon Park ",N/A,"12, ","34, ",,2017-12-07
338048,Radio Control Airplanes,2017-11-15 08:00:00,2017-11-15 14:00:00,Parks Department,Special Event,Bronx,Ferry Point Park: Ferry Point Park ,N/A,"10, ","45, ",,2017-11-15
322449,Team meeting,2017-11-30 19:00:00,2017-11-30 21:30:00,Parks Department,Special Event,Staten Island,Silver Lake Park: Reservoir Circumference ,N/A,"1, ","120, ",,2017-11-30
347757,restoration project,2017-11-21 00:00:00,2017-11-21 23:30:00,Parks Department,Special Event,Manhattan,Morningside Park: West 114th St Picnic Area ,N/A,"9, ","26, ",,2017-11-21
369429,Ai WeiWei Installation,2017-11-12 01:00:00,2017-11-12 22:00:00,Parks Department,Special Event,Manhattan,Washington Square Park: Arch Plaza ,N/A,"2, ","6, ",,2017-11-12
368421,Big Apple Circus,2017-11-28 19:00:00,2017-11-28 20:00:00,Parks Department,Special Event,Manhattan,"Damrosch Park: Damrosch Park ,Damrosch Park: Tent Area ,Damrosch Park: Tent Area ,Damrosch Park: Bandshell ",N/A,"7, ","20, ",,2017-11-28
376700,OCTOBER SYNTHETIC TURF CARE,2017-11-18 06:00:00,2017-11-18 15:00:00,Parks Department,Construction,Queens,"Grover Cleveland Playground: Soccer-01 ,Grover Cleveland Playground: Soccer-02 ,Murray Playground: Soccer-01 ,Murray Playground: Soccer-02 ,Big Bush Park: Soccer-01 ,Hinton Park: Baseball-01 ,Hinton Park: Softball-02 ,Rockaway Beach Boardwalk: Football-01 ,Flushing Meadows Corona Park: Soccer-04 ,Flushing Meadows Corona Park: Soccer-05 ,Flushing Meadows Corona Park: Soccer-06 ,Kissena Corridor West: Rachel Carson Plgd-Multi Purpose Play Area-01 ,Flushing Meadows Corona Park: Soccer-01 ,Flushing ",N/A,"01, 02, 03, 05, 07, 10, 12, 13, 14, 2, 81, 82, ","101, 102, 103, 104, 105, 106, 108, 109, 110, 114, 115, ",,2017-11-18
375840,Winter Village at Bryant Park,2017-11-14 00:00:00,2017-11-14 23:59:00,Parks Department,Special Event,Manhattan,Bryant Park: Bryant Park ,N/A,"5, ","14, ",,2017-11-14
358771,Staten Island Athletic Club Fun Run,2017-11-29 09:00:00,2017-11-29 11:00:00,Parks Department,Special Event,Staten Island,Clove Lakes Park: Trails Clove Lakes ,N/A,"1, ","120, ",,2017-11-29
366760,Field Reconstruction,2017-11-30 06:00:00,2017-11-30 23:00:00,Parks Department,Construction,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ",N/A,"11, ","25, ",,2017-11-30
374198,NYRR Open Run -Soundview Park,2017-11-18 08:00:00,2017-11-18 09:00:00,Parks Department,Special Event,Bronx,Soundview Park: Soundview Park ,N/A,"9, ","43, ",,2017-11-18
324471,East Harlem Farmer's Market,2017-11-09 07:00:00,2017-11-09 17:00:00,Street Activity Permit Office,Farmers Market,Manhattan, EAST  104 STREET between SECOND AVENUE and THIRD AVENUE,Full Street Closure ,"11, ","23, ",Full,2017-11-09
328765,flea market,2017-11-12 08:00:00,2017-11-12 19:00:00,Street Activity Permit Office,Sidewalk Sale,Manhattan, BLEECKER STREET between CARMINE STREET and LEROY STREET,Partial Sidewalk Closure ,"2, ","6, ",South,2017-11-12
379802,Prodject - Chanel Event,2017-11-12 10:00:00,2017-11-12 22:00:00,Street Activity Permit Office,Production Event,Manhattan, MERCER STREET between BROOME STREET and SPRING STREET,Curb Lane Only,"2, ","1, ",Both,2017-11-12
